iter	RMSE
0	0.1595318133
1	0.1529919553
2	0.1468395755
3	0.141064508
4	0.1355712259
5	0.1304100992
6	0.1255026808
7	0.1209005576
8	0.1165568407
9	0.1124889125
10	0.1087263114
11	0.1051360427
12	0.101769656
13	0.09864971391
14	0.09570337912
15	0.09293517707
16	0.09034722789
17	0.08793187023
18	0.08568330758
19	0.0835719999
20	0.08162996528
21	0.07981779042
22	0.07812829213
23	0.07652776645
24	0.07505579839
25	0.07369625768
26	0.07244929923
27	0.07122348217
28	0.07015080498
29	0.06907058397
30	0.06816615986
31	0.06725498728
32	0.06644737386
33	0.06567249792
34	0.06496492572
35	0.06431550432
36	0.06371111191
37	0.06316411859
38	0.06266179888
39	0.06219384178
40	0.06176361347
41	0.06137313437
42	0.06102584093
43	0.06071489216
44	0.06040711858
45	0.06012820297
46	0.05987197337
47	0.05964012666
48	0.05942441026
49	0.05922079697
50	0.05904903458
51	0.05887529861
52	0.05871975872
53	0.05858094527
54	0.0584433233
55	0.05832332067
56	0.05820890089
57	0.05809399881
58	0.05799154184
59	0.05789725003
60	0.05781185546
61	0.05773513557
62	0.05765817542
63	0.05759818475
64	0.05754150864
65	0.05748367545
66	0.05743191212
67	0.05738303416
68	0.05733839702
69	0.05729600147
70	0.05725226219
71	0.05721463727
72	0.05717942921
73	0.05714561785
74	0.05711404282
75	0.05708414147
76	0.05705774733
77	0.05703568526
78	0.05701303632
79	0.05698892247
80	0.05696636559
81	0.0569458984
82	0.05692688682
83	0.05690893429
84	0.05689135351
85	0.0568768646
86	0.05686272423
87	0.05684781066
88	0.05683597617
89	0.05682355473
90	0.05681028534
91	0.05679877309
92	0.05678860428
93	0.05677741761
94	0.05676813251
95	0.0567586503
96	0.05674996625
97	0.05674168082
98	0.05673525716
99	0.05672765215
100	0.05671935359
101	0.05671177227
102	0.05670519173
103	0.0566967373
104	0.05668867538
105	0.05668278499
106	0.05667543522
107	0.05666865477
108	0.0566637187
109	0.05665573647
110	0.05665087918
111	0.05664509102
112	0.05664021886
113	0.05663656912
114	0.0566316287
115	0.05662777571
116	0.05662351945
117	0.05662013179
118	0.05661554074
119	0.05660831103
120	0.05660517136
121	0.05660197864
122	0.05659556582
123	0.05659207282
124	0.05658847322
125	0.05658534388
126	0.0565811777
127	0.05657699318
128	0.05657448833
129	0.05657255532
130	0.05656823093
131	0.05656568014
132	0.05656213188
133	0.05655826302
134	0.05655660874
135	0.05655308404
136	0.05655077018
137	0.05654863347
138	0.05654440618
139	0.05654127459
140	0.05653835136
141	0.05653576125
142	0.05653416282
143	0.05653302214
144	0.0565296453
145	0.05652650191
146	0.0565237745
147	0.05652156103
148	0.05651933614
149	0.05651580684
150	0.0565143323
151	0.05651287125
152	0.05650998821
153	0.05650773219
154	0.05650509916
155	0.05650341514
156	0.0565016655
157	0.05649891957
158	0.05649569862
159	0.05649222475
160	0.05649070375
161	0.05648783878
162	0.05648582903
163	0.0564840192
164	0.05648175005
165	0.05647899948
166	0.05647768342
167	0.05647362819
168	0.05647109782
169	0.05646921832
170	0.05646805497
171	0.05646570305
172	0.05646313585
173	0.05646087013
174	0.05645916667
175	0.05645751166
176	0.05645603498
177	0.05645476723
178	0.05645321306
179	0.05645153794
180	0.05644924422
181	0.05644687935
182	0.05644447671
183	0.05644354739
184	0.05644159723
185	0.05643908608
186	0.05643601241
187	0.05643442687
188	0.05643327158
189	0.05643182602
190	0.05642969724
191	0.05642877269
192	0.05642580458
193	0.05642443005
194	0.05642144017
195	0.05642000878
196	0.05641690045
197	0.05641538588
198	0.05641392198
199	0.05641223965
200	0.05641069723
201	0.05640885238
202	0.05640706017
203	0.0564049842
204	0.05640248248
205	0.05640239971
206	0.05640030546
207	0.05639840313
208	0.05639732523
209	0.05639564412
210	0.05639370066
211	0.05639353414
212	0.05639251743
213	0.05639037669
214	0.05638967693
215	0.05638836912
216	0.05638561169
217	0.05638422663
218	0.05638274303
219	0.05638097044
220	0.05637961479
221	0.05637839637
222	0.05637628068
223	0.05637413645
224	0.05637255165
225	0.05637098169
226	0.0563695573
227	0.05636835878
228	0.05636667648
229	0.05636550851
230	0.05636370799
231	0.05636274509
232	0.05636157378
233	0.0563604383
234	0.0563590935
235	0.05635686918
236	0.05635556642
237	0.05635435244
238	0.05635269746
239	0.05635038351
240	0.05634939534
241	0.05634708062
242	0.05634580551
243	0.05634438734
244	0.05634255623
245	0.0563391293
246	0.05633673831
247	0.05633576613
248	0.05633365015
249	0.05633265303
250	0.0563312069
251	0.05632941783
252	0.0563278707
253	0.05632542798
254	0.05632422504
255	0.05632247466
256	0.05632097413
257	0.05632001246
258	0.05631851756
259	0.0563169228
260	0.05631590528
261	0.05631394493
262	0.05631231836
263	0.05631099026
264	0.05631016091
265	0.05630931855
266	0.05630772273
267	0.05630623266
268	0.05630548928
269	0.0563032309
270	0.05630226785
271	0.05630078954
272	0.05629943087
273	0.05629813759
274	0.0562965294
275	0.05629501947
276	0.05629392815
277	0.05629292141
278	0.05629190948
279	0.05629009425
280	0.05628912193
281	0.0562870102
282	0.05628519065
283	0.05628362515
284	0.05628201758
285	0.05628045212
286	0.0562791684
287	0.05627807529
288	0.05627625744
289	0.05627536741
290	0.05627445979
291	0.05627241095
292	0.05627053442
293	0.0562686751
294	0.05626717049
295	0.05626525752
296	0.05626378202
297	0.05626285733
298	0.05626144164
299	0.05626021022
300	0.05625912867
301	0.05625839882
302	0.05625714632
303	0.05625602951
304	0.05625446001
305	0.05625224935
306	0.05625150504
307	0.05625048112
308	0.0562492548
309	0.05624785839
310	0.05624650959
311	0.05624489216
312	0.05624343906
313	0.05624202118
314	0.0562410516
315	0.05624008708
316	0.05623872666
317	0.05623730103
318	0.05623585272
319	0.05623495812
320	0.05623414138
321	0.05623217376
322	0.05623094734
323	0.05623002842
324	0.05622882729
325	0.05622756412
326	0.05622647913
327	0.05622491246
328	0.05622419258
329	0.0562233672
330	0.05622242924
331	0.05622169469
332	0.05622094976
333	0.05621846818
334	0.05621774341
335	0.05621679427
336	0.05621455819
337	0.05621251636
338	0.05621142476
339	0.05620996039
340	0.05620904201
341	0.05620814895
342	0.05620714406
343	0.05620621891
344	0.05620451965
345	0.05620259778
346	0.05620183421
347	0.05620110443
348	0.0562002769
349	0.05619922668
350	0.0561984588
351	0.05619781097
352	0.05619712614
353	0.05619602566
354	0.05619476692
355	0.05619259851
356	0.05619150722
357	0.05618972937
358	0.05618834162
359	0.05618661621
360	0.0561856803
361	0.05618460014
362	0.0561835689
363	0.05618236662
364	0.05618119185
365	0.05617951121
366	0.05617829494
367	0.05617755647
368	0.05617691582
369	0.05617562588
370	0.05617440332
371	0.05617373969
372	0.0561729269
373	0.05617169217
374	0.05617078067
375	0.05617008724
376	0.05616898264
377	0.05616728805
378	0.05616615929
379	0.05616504128
380	0.05616415666
381	0.0561631435
382	0.0561614877
383	0.05616089354
384	0.05616008957
385	0.05615923719
386	0.05615831812
387	0.05615647496
388	0.05615583815
389	0.05615482009
390	0.05615375851
391	0.05615268705
392	0.05615199593
393	0.0561510733
394	0.05614990418
395	0.05614853062
396	0.05614769125
397	0.0561471342
398	0.05614655597
399	0.05614564681
400	0.05614500714
401	0.05614413716
402	0.05614307044
403	0.05614217353
404	0.05614122281
405	0.05614062276
406	0.05613909759
407	0.05613634947
408	0.05613543414
409	0.05613465926
410	0.05613393881
411	0.05613325956
412	0.0561324728
413	0.05613150005
414	0.05613004891
415	0.05612946918
416	0.05612886864
417	0.05612725936
418	0.05612641637
419	0.05612565874
420	0.05612435747
421	0.05612330757
422	0.05612215876
423	0.05612171367
424	0.0561209578
425	0.05611989699
426	0.05611936608
427	0.05611866521
428	0.05611773902
429	0.05611696842
430	0.05611651142
431	0.05611563728
432	0.0561147164
433	0.05611438029
434	0.05611321476
435	0.05611277756
436	0.05611204479
437	0.05611144082
438	0.05611107964
439	0.05610993888
440	0.05610895379
441	0.05610741227
442	0.05610679133
443	0.05610596603
444	0.05610470714
445	0.05610349588
446	0.05610269415
447	0.05610210908
448	0.05610103584
449	0.05610033401
450	0.05609925297
451	0.05609772553
452	0.05609707689
453	0.05609631746
454	0.05609546307
455	0.05609443528
456	0.0560934155
457	0.05609207789
458	0.05609138839
459	0.05609088919
460	0.05608990949
461	0.05608889081
462	0.05608799219
463	0.0560867421
464	0.05608617585
465	0.05608517995
466	0.0560837855
467	0.05608315975
468	0.05608209019
469	0.05608155669
470	0.05608112991
471	0.0560803098
472	0.05607975841
473	0.0560779578
474	0.05607740659
475	0.05607669112
476	0.05607566883
477	0.05607509059
478	0.05607401486
479	0.05607321341
480	0.05607225483
481	0.05607119896
482	0.05607085863
483	0.05607020931
484	0.05606926087
485	0.05606828988
486	0.05606776707
487	0.05606712678
488	0.05606582816
489	0.05606479582
490	0.05606417669
491	0.05606333827
492	0.05606232432
493	0.05606197019
494	0.05606143373
495	0.05606100136
496	0.05606042832
497	0.05605961922
498	0.05605828373
499	0.05605762495
